id,content,source,url,category,relevance,language,date_added
sample_ev_046,"The human heart pumps 2,000 gallons of blood daily, beating 100,000 times per day.",Human Anatomy,https://www.heart.org/,science,high,en,2025-10-29
sample_ev_047,Earthquakes occur when tectonic plates release accumulated stress. Magnitude is measured using Richter or moment magnitude scales.,Seismology,https://www.usgs.gov/natural-hazards/earthquake-hazards,science,high,en,2025-10-29
sample_ev_048,Volcanoes form when magma reaches Earth's surface. The Ring of Fire contains 75% of active volcanoes.,Volcanology,https://volcanoes.usgs.gov/,science,high,en,2025-10-29
sample_ev_049,"The Milky Way contains 100-400 billion stars and has a diameter of 100,000 light-years.",Astronomy,https://en.wikipedia.org/wiki/Milky_Way,science,high,en,2025-10-29
sample_ev_050,Antibiotics fight bacterial infections but are ineffective against viruses. Overuse contributes to antibiotic resistance.,Medical Science,https://www.cdc.gov/antibiotic-use/,science,high,en,2025-10-29
sample_ev_051,"Continental drift, proposed by Wegener in 1912, was later incorporated into plate tectonics theory.",Geology History,https://en.wikipedia.org/wiki/Continental_drift,science,high,en,2025-10-29
sample_ev_052,"Renewable energy includes solar, wind, hydroelectric, geothermal, and biomass. Solar and wind costs have decreased dramatically.",Energy Science,https://www.energy.gov/renewable-energy,science,high,en,2025-10-29
sample_ev_053,Nuclear fission splits atomic nuclei to release energy. Nuclear power produces no carbon emissions but creates radioactive waste.,Nuclear Physics,https://www.iaea.org/,science,high,en,2025-10-29
sample_ev_054,"The ISS has been continuously occupied since November 2000, orbiting at 250 miles altitude.",Space Exploration,https://www.nasa.gov/mission_pages/station/,science,high,en,2025-10-29
sample_ev_055,"CRISPR-Cas9 gene editing allows precise DNA modifications. Discovered in 2012, it has medical and agricultural applications.",Genetic Engineering,https://www.broadinstitute.org/,science,high,en,2025-10-29
sample_ev_056,"COVID-19 vaccines significantly reduce severe illness, hospitalization, and death. Clinical trials and real-world data demonstrate efficacy.",CDC COVID-19,https://www.cdc.gov/coronavirus/,health,high,en,2025-10-29
sample_ev_057,"COVID-19 vaccines don't contain fetal cells. Some used fetal cell lines in research, but final products contain only proteins and lipids.",Reuters Fact Check,https://www.reuters.com/factcheck,health,high,en,2025-10-29
sample_ev_058,Vaccines don't contain microchips or tracking devices. Vaccine ingredients are publicly listed and verified.,CDC Vaccine Information,https://www.cdc.gov/vaccines/,health,high,en,2025-10-29
sample_ev_059,"Vitamin C doesn't cure the common cold, though it may slightly reduce symptom duration by about 8%.",Cochrane Reviews,https://www.cochranelibrary.com/,health,high,en,2025-10-29
sample_ev_060,"Humans use virtually all of their brain. Brain imaging shows most regions are active constantly, even during sleep.",Neuroscience Research,https://www.nature.com/subjects/neuroscience,health,high,en,2025-10-29
sample_ev_061,Water fluoridation reduces dental caries by 25% in children and 15% in adults. WHO endorses it as safe and effective.,CDC Oral Health,https://www.cdc.gov/fluoridation/,health,high,en,2025-10-29
sample_ev_062,Mobile phones don't cause brain cancer. The INTERPHONE study found no conclusive link. WHO classifies RF as possibly carcinogenic (Group 2B) but evidence is weak.,WHO IARC Research,https://www.iarc.who.int/,health,high,en,2025-10-29
sample_ev_063,"Antibiotics only work against bacteria, not viruses. Taking them for viral infections contributes to antibiotic resistance.",WHO Guidelines,https://www.who.int/,health,high,en,2025-10-29
sample_ev_064,"The US has the highest per capita healthcare spending at $11,945 annually, exceeding Switzerland ($9,673) and Germany ($8,176).",OECD Health Statistics,https://www.oecd.org/health/,health,high,en,2025-10-29
sample_ev_065,Sugar doesn't cause hyperactivity in children. Multiple controlled studies found no direct link. The myth persists due to expectancy bias.,Pediatric Research,https://pediatrics.aappublications.org/,health,high,en,2025-10-29
sample_ev_066,"Cracking knuckles doesn't cause arthritis. The popping sound is from gas bubbles in synovial fluid, not joint damage.",Orthopedic Research,https://www.orthopedic.org/,health,high,en,2025-10-29
sample_ev_067,Reading in dim light doesn't permanently damage eyesight. It may cause temporary eye strain but no lasting harm.,American Academy of Ophthalmology,https://www.aao.org/,health,high,en,2025-10-29
sample_ev_068,Shaving doesn't make hair grow back thicker. Hair appears thicker because blunt edges feel coarser than natural tapered tips.,American Academy of Dermatology,https://www.aad.org/,health,high,en,2025-10-29
sample_ev_069,Moderate alcohol doesn't directly kill brain cells in healthy adults. Excessive drinking can damage brain tissue through various mechanisms.,NIAAA,https://www.niaaa.nih.gov/,health,high,en,2025-10-29
sample_ev_070,"The human body is approximately 60% water. Water is essential for temperature regulation, nutrient transport, and waste removal.",Medical Physiology,https://www.nih.gov/,health,high,en,2025-10-29
sample_ev_071,Vaccines don't cause autism. This fraudulent claim has been thoroughly debunked. Extensive research found no link.,CDC Vaccine Safety,https://www.cdc.gov/vaccinesafety/,health,high,en,2025-10-29
sample_ev_072,"Humans have five main senses plus proprioception, equilibrioception, thermoception, and nociception.",Neuroscience Education,https://www.brainfacts.org/,health,high,en,2025-10-29
sample_ev_073,Hand washing with soap for 20 seconds effectively prevents infection spread. Wash before eating and after using restroom.,CDC Hand Hygiene,https://www.cdc.gov/handwashing/,health,high,en,2025-10-29
sample_ev_074,"Exercise provides cardiovascular fitness, weight management, improved mental health, and reduced chronic disease risk. WHO recommends 150 minutes weekly.",WHO Physical Activity,https://www.who.int/,health,high,en,2025-10-29
sample_ev_075,"Adults need 7-9 hours of sleep nightly. Chronic sleep deprivation increases obesity, diabetes, and cardiovascular disease risk.",National Sleep Foundation,https://www.sleepfoundation.org/,health,high,en,2025-10-29
sample_ev_076,"Smoking is the leading cause of preventable death, causing cancer, heart disease, stroke, and diabetes. Quitting at any age provides benefits.",CDC Tobacco Use,https://www.cdc.gov/tobacco/,health,high,en,2025-10-29
sample_ev_077,"The Mediterranean diet reduces heart disease, stroke, type 2 diabetes, and certain cancers. It emphasizes plant-based foods and healthy fats.",Nutrition Research,https://www.hsph.harvard.edu/nutritionsource/,health,high,en,2025-10-29
sample_ev_078,BMI is weight (kg) divided by height (m) squared. It's useful for populations but doesn't distinguish muscle from fat.,CDC Healthy Weight,https://www.cdc.gov/healthyweight/,health,high,en,2025-10-29
sample_ev_079,"Mental health is as important as physical health. Depression, anxiety, bipolar disorder, and schizophrenia are treatable conditions.",National Institute of Mental Health,https://www.nimh.nih.gov/,health,high,en,2025-10-29
sample_ev_080,Type 2 diabetes affects blood sugar regulation. Risk factors include obesity and inactivity. Often preventable through lifestyle changes.,American Diabetes Association,https://www.diabetes.org/,health,high,en,2025-10-29
sample_ev_081,"High blood pressure (hypertension) often has no symptoms. It increases heart attack, stroke, and kidney disease risk. Normal is below 120/80.",American Heart Association,https://www.heart.org/,health,high,en,2025-10-29
sample_ev_082,"Breast cancer is most common in women worldwide. Early detection through mammography improves survival. Treatment includes surgery, radiation, and chemotherapy.",American Cancer Society,https://www.cancer.org/,health,high,en,2025-10-29
sample_ev_083,"Probiotics are live microorganisms providing health benefits. Found in yogurt, kefir, and sauerkraut. May help digestive and immune health.",NCCIH,https://www.nccih.nih.gov/,health,high,en,2025-10-29
sample_ev_084,"Sunscreen protects from UV radiation causing sunburn, aging, and skin cancer. Use SPF 30+ broad-spectrum, reapply every 2 hours.",Skin Cancer Foundation,https://www.skincancer.org/,health,high,en,2025-10-29
sample_ev_085,"The immune system protects from pathogens including bacteria, viruses, fungi, and parasites. Includes innate and adaptive responses.",Immunology Education,https://www.niaid.nih.gov/,health,high,en,2025-10-29
sample_ev_086,LDL ('bad') cholesterol builds up in arteries. HDL ('good') cholesterol removes cholesterol. Diet and medication manage levels.,"National Heart, Lung, Blood Institute",https://www.nhlbi.nih.gov/,health,high,en,2025-10-29
sample_ev_087,"Osteoporosis causes weak, brittle bones. Primarily affects older adults, especially postmenopausal women. Prevention includes calcium and vitamin D.",National Osteoporosis Foundation,https://www.nof.org/,health,high,en,2025-10-29
sample_ev_088,"Asthma causes airway inflammation and breathing difficulties. Triggers include allergens, exercise, and cold air. Treatment involves bronchodilators and corticosteroids.",American Lung Association,https://www.lung.org/,health,high,en,2025-10-29
sample_ev_089,"Alzheimer's disease is the most common dementia, affecting memory and thinking. It's progressive with no cure. Risk increases with age.",Alzheimer's Association,https://www.alz.org/,health,high,en,2025-10-29
sample_ev_090,The placebo effect demonstrates mind-body connection. Patients may improve from inactive treatments due to expectations.,Medical Research,https://www.nih.gov/,health,high,en,2025-10-29
sample_ev_091,Anesthesia allows painless surgery. General anesthesia causes unconsciousness; local numbs specific areas. Modern anesthesia is very safe.,American Society of Anesthesiologists,https://www.asahq.org/,health,high,en,2025-10-29
sample_ev_092,"Blood types are ABO (A, B, AB, O) and Rh (+ or -). Type O negative is universal donor; AB positive is universal recipient.",Red Cross Blood Services,https://www.redcross.org/,health,high,en,2025-10-29
sample_ev_093,"One organ donor can save up to eight lives. Organs include heart, lungs, kidneys, liver, pancreas, and intestines.",Organ Donation,https://www.organdonor.gov/,health,high,en,2025-10-29
sample_ev_094,"The digestive system breaks down food into absorbable nutrients. Includes mouth, esophagus, stomach, intestines, liver, and pancreas. Takes 24-72 hours.",Gastroenterology,https://www.gi.org/,health,high,en,2025-10-29
sample_ev_095,"Chronic stress negatively impacts health, causing headaches, high blood pressure, and anxiety. Management includes exercise, meditation, and sleep.",American Psychological Association,https://www.apa.org/,health,high,en,2025-10-29
sample_ev_096,"Hormones regulate metabolism, growth, mood, and reproduction. Major hormones include insulin, thyroid hormones, cortisol, estrogen, and testosterone.",Endocrine Society,https://www.endocrine.org/,health,high,en,2025-10-29
sample_ev_097,"The skeletal system has 206 bones in adults. It provides structure, protects organs, anchors muscles, and stores minerals.",Anatomy Education,https://www.anatomyexpert.com/,health,high,en,2025-10-29
sample_ev_098,CPR maintains circulation during cardiac arrest. Involves chest compressions and rescue breaths. Prompt CPR doubles or triples survival chances.,American Heart Association,https://www.heart.org/,health,high,en,2025-10-29
sample_ev_099,Kidney disease develops slowly with few early symptoms. Kidneys filter waste from blood. Risk factors include diabetes and high blood pressure.,National Kidney Foundation,https://www.kidney.org/,health,high,en,2025-10-29
sample_ev_100,Pregnancy lasts approximately 40 weeks in three trimesters. Prenatal care is essential. Important factors include nutrition and avoiding alcohol/tobacco.,American College of Obstetricians,https://www.acog.org/,health,high,en,2025-10-29
sample_ev_101,The Eiffel Tower was completed in March 1889 for the 1889 World's Fair in Paris. It was designed by Gustave Eiffel and stands 330 meters tall.,Wikipedia,https://en.wikipedia.org/wiki/Eiffel_Tower,history,high,en,2025-10-29
sample_ev_102,"The Titanic sank on April 15, 1912, after hitting an iceberg on its maiden voyage. It rests at 12,500 feet depth in the North Atlantic.",Historical Archives,https://www.noaa.gov/,history,high,en,2025-10-29
sample_ev_103,"World War II lasted from 1939 to 1945. It involved most nations and resulted in 70-85 million fatalities, making it the deadliest conflict in history.",History Education,https://en.wikipedia.org/wiki/World_War_II,history,high,en,2025-10-29
sample_ev_104,"The Great Wall of China was built over centuries, primarily during the Ming Dynasty (1368-1644). It stretches over 13,000 miles.",UNESCO World Heritage,https://whc.unesco.org/,history,high,en,2025-10-29
sample_ev_105,"The American Declaration of Independence was adopted on July 4, 1776, declaring independence from Great Britain.",National Archives,https://www.archives.gov/,history,high,en,2025-10-29
sample_ev_106,"The Great Tokyo Earthquake (Kantō earthquake) struck on September 1, 1923. It killed over 140,000 people and destroyed much of Tokyo and Yokohama.",Historical Seismic Records,https://earthquake.usgs.gov/,history,high,en,2025-10-29
sample_ev_107,The Mona Lisa was painted by Leonardo da Vinci between 1503 and 1519 during the Italian Renaissance. It's displayed in the Louvre Museum.,Art History,https://www.louvre.fr/,history,high,en,2025-10-29
sample_ev_108,"The Berlin Wall fell on November 9, 1989, marking the end of the Cold War era. It had divided East and West Berlin since 1961.",Cold War History,https://en.wikipedia.org/wiki/Berlin_Wall,history,high,en,2025-10-29
sample_ev_109,"The French Revolution began in 1789 and led to the end of the monarchy, the rise of Napoleon, and profound changes in European politics.",European History,https://en.wikipedia.org/wiki/French_Revolution,history,high,en,2025-10-29
sample_ev_110,The Roman Empire lasted from 27 BC to 476 AD in the West and until 1453 AD in the East. It profoundly influenced Western civilization.,Ancient History,https://en.wikipedia.org/wiki/Roman_Empire,history,high,en,2025-10-29
sample_ev_111,"Christopher Columbus reached the Americas in 1492, though Vikings had visited centuries earlier. His voyages initiated European colonization.",World History,https://en.wikipedia.org/wiki/Christopher_Columbus,history,high,en,2025-10-29
sample_ev_112,The printing press was invented by Johannes Gutenberg around 1440. It revolutionized information spread and contributed to the Renaissance.,Technology History,https://en.wikipedia.org/wiki/Printing_press,history,high,en,2025-10-29
sample_ev_113,"The American Civil War (1861-1865) was fought between the Union and Confederate states over slavery and states' rights. About 620,000 soldiers died.",US History,https://www.nps.gov/civilwar/,history,high,en,2025-10-29
sample_ev_114,"The Magna Carta was sealed in 1215, establishing the principle that the monarch is subject to law. It influenced constitutional development worldwide.",British History,https://www.bl.uk/magna-carta,history,high,en,2025-10-29
sample_ev_115,"The Industrial Revolution began in Britain in the late 18th century, transforming economies from agrarian to industrial.",Economic History,https://en.wikipedia.org/wiki/Industrial_Revolution,history,high,en,2025-10-29
sample_ev_116,"The Ancient Egyptian civilization lasted from approximately 3100 BC to 30 BC. It's known for pyramids, pharaohs, and hieroglyphics.",Egyptology,https://en.wikipedia.org/wiki/Ancient_Egypt,history,high,en,2025-10-29
sample_ev_117,"The Renaissance was a cultural movement from the 14th to 17th century, beginning in Italy. It saw renewed interest in classical learning and art.",Cultural History,https://en.wikipedia.org/wiki/Renaissance,history,high,en,2025-10-29
sample_ev_118,The Holocaust during WWII resulted in the genocide of six million Jews and millions of others by Nazi Germany.,Holocaust Studies,https://www.ushmm.org/,history,high,en,2025-10-29
sample_ev_119,The Silk Road was an ancient network of trade routes connecting East and West from the 2nd century BC to the 15th century AD.,Trade History,https://en.wikipedia.org/wiki/Silk_Road,history,high,en,2025-10-29
sample_ev_120,The Spanish flu pandemic of 1918-1919 infected 500 million people worldwide (one-third of the population) and killed 50-100 million.,Pandemic History,https://www.cdc.gov/flu/pandemic-resources/,history,high,en,2025-10-29
sample_ev_121,"The moon landing on July 20, 1969, saw Neil Armstrong and Buzz Aldrin become the first humans to walk on the Moon during Apollo 11.",Space History,https://www.nasa.gov/mission_pages/apollo/apollo11.html,history,high,en,2025-10-29
sample_ev_122,"The Reformation began in 1517 when Martin Luther posted his 95 Theses, challenging Catholic Church practices and leading to Protestantism.",Religious History,https://en.wikipedia.org/wiki/Reformation,history,high,en,2025-10-29
sample_ev_123,The Russian Revolution of 1917 overthrew the Tsarist autocracy and led to the establishment of the Soviet Union.,Russian History,https://en.wikipedia.org/wiki/Russian_Revolution,history,high,en,2025-10-29
sample_ev_124,"The Age of Exploration (15th-17th centuries) saw European explorers discovering new trade routes and lands, including the Americas and routes to Asia.",Exploration History,https://en.wikipedia.org/wiki/Age_of_Discovery,history,high,en,2025-10-29
sample_ev_125,"The Great Depression began with the 1929 stock market crash and lasted through the 1930s, causing widespread unemployment and economic hardship.",Economic History,https://en.wikipedia.org/wiki/Great_Depression,history,high,en,2025-10-29
sample_ev_126,"Ancient Greece (800 BC - 146 BC) gave birth to democracy, philosophy, drama, and the Olympic Games. Athens and Sparta were major city-states.",Classical History,https://en.wikipedia.org/wiki/Ancient_Greece,history,high,en,2025-10-29
sample_ev_127,"The Black Death (bubonic plague) pandemic of 1347-1353 killed 75-200 million people in Eurasia and North Africa, about 30-60% of Europe's population.",Medieval History,https://en.wikipedia.org/wiki/Black_Death,history,high,en,2025-10-29
sample_ev_128,"The Code of Hammurabi from ancient Babylon (circa 1754 BC) is one of the oldest written legal codes, featuring 282 laws.",Legal History,https://en.wikipedia.org/wiki/Code_of_Hammurabi,history,high,en,2025-10-29
sample_ev_129,"The Crusades were religious wars between 1096 and 1291, primarily between Christians and Muslims over control of the Holy Land.",Medieval History,https://en.wikipedia.org/wiki/Crusades,history,high,en,2025-10-29
sample_ev_130,"The Qing Dynasty ruled China from 1644 to 1912, the last imperial dynasty. It ended with the Xinhai Revolution.",Chinese History,https://en.wikipedia.org/wiki/Qing_dynasty,history,high,en,2025-10-29
sample_ev_131,The Treaty of Versailles ended WWI in 1919. Its harsh terms on Germany contributed to WWII. It created the League of Nations.,WWI History,https://en.wikipedia.org/wiki/Treaty_of_Versailles,history,high,en,2025-10-29
sample_ev_132,"The Maya civilization flourished in Mesoamerica from 2000 BC to 1500 AD, known for architecture, mathematics, astronomy, and writing.",Pre-Columbian History,https://en.wikipedia.org/wiki/Maya_civilization,history,high,en,2025-10-29
sample_ev_133,"The Boston Tea Party (December 16, 1773) was a protest against British taxation. Colonists dumped 342 chests of tea into Boston Harbor.",American Revolution History,https://www.bostonteapartyship.com/,history,high,en,2025-10-29
sample_ev_134,The fall of Constantinople in 1453 to the Ottoman Empire marked the end of the Byzantine Empire and is considered the end of the Middle Ages.,Byzantine History,https://en.wikipedia.org/wiki/Fall_of_Constantinople,history,high,en,2025-10-29
sample_ev_135,"The Scramble for Africa (1881-1914) saw European powers colonize and partition Africa, with lasting impacts on the continent.",African History,https://en.wikipedia.org/wiki/Scramble_for_Africa,history,high,en,2025-10-29
sample_ev_136,The Napoleonic Wars (1803-1815) reshaped Europe. Napoleon's military campaigns spread revolutionary ideals but ended with his defeat at Waterloo.,Napoleonic History,https://en.wikipedia.org/wiki/Napoleonic_Wars,history,high,en,2025-10-29
sample_ev_137,The Aztec Empire (1428-1521) in central Mexico was conquered by Spanish conquistador Hernán Cortés. It was known for architecture and advanced society.,Mesoamerican History,https://en.wikipedia.org/wiki/Aztec_Empire,history,high,en,2025-10-29
sample_ev_138,"The Viking Age (793-1066 AD) saw Scandinavian seafarers explore, raid, and trade across Europe, reaching North America around 1000 AD.",Viking History,https://en.wikipedia.org/wiki/Vikings,history,high,en,2025-10-29
sample_ev_139,The Hundred Years' War (1337-1453) between England and France shaped both nations. Joan of Arc was a key figure.,Medieval Warfare,https://en.wikipedia.org/wiki/Hundred_Years%27_War,history,high,en,2025-10-29
sample_ev_140,"The Mongol Empire (1206-1368) was the largest contiguous land empire in history, founded by Genghis Khan.",Asian History,https://en.wikipedia.org/wiki/Mongol_Empire,history,high,en,2025-10-29
sample_ev_141,"The partition of India in 1947 created independent India and Pakistan, accompanied by mass migration and violence killing up to 2 million.",South Asian History,https://en.wikipedia.org/wiki/Partition_of_India,history,high,en,2025-10-29
sample_ev_142,The Cuban Missile Crisis (October 1962) brought the US and USSR closest to nuclear war during the Cold War.,Cold War History,https://en.wikipedia.org/wiki/Cuban_Missile_Crisis,history,high,en,2025-10-29
sample_ev_143,The fall of the Roman Empire in 476 AD marked the end of ancient Rome. Multiple factors including invasions and economic troubles contributed.,Ancient History,https://en.wikipedia.org/wiki/Fall_of_the_Western_Roman_Empire,history,high,en,2025-10-29
sample_ev_144,The Watergate scandal (1972-1974) led to President Nixon's resignation. It involved illegal activities including break-ins and cover-ups.,US Political History,https://www.nixonlibrary.gov/,history,high,en,2025-10-29
sample_ev_145,The Women's Suffrage Movement fought for women's voting rights. The 19th Amendment gave US women the vote in 1920.,Social History,https://en.wikipedia.org/wiki/Women%27s_suffrage,history,high,en,2025-10-29
sample_ev_146,"The Ottoman Empire (1299-1922) was a major power controlling southeastern Europe, western Asia, and northern Africa.",Ottoman History,https://en.wikipedia.org/wiki/Ottoman_Empire,history,high,en,2025-10-29
sample_ev_147,The Battle of Hastings (1066) saw Norman conquest of England. William the Conqueror defeated King Harold II.,English History,https://en.wikipedia.org/wiki/Battle_of_Hastings,history,high,en,2025-10-29
sample_ev_148,"The Persian Empire (550-330 BC) under Cyrus the Great was the world's first superpower, spanning three continents.",Ancient History,https://en.wikipedia.org/wiki/Achaemenid_Empire,history,high,en,2025-10-29
